gene	log2FC	pvalue	padjs
Gx60707	-0.059	0.456	0.456
Gx49528	-0.384	0.0328	0.0328
Gx68064	0.051	0.542	0.542
Gx26934	-0.117	0.0835	0.0835
Gx33610	-0.004	0.977	0.977
Gx20387	-0.311	0.0167	0.0167
Gx85783	0.12	0.464	0.464
Gx40932	0.108	0.65	0.65
Gx90038	-0.135	0.129	0.129
Gx97489	-0.216	0.376	0.376
Gx79416	0.18	0.188	0.188
Gx89626	0.152	0.157	0.157
Gx31837	0.477	0.102	0.102
Gx83614	-0.256	0.368	0.368
Gx58713	-0.555	0.0254	0.0254
Gx68956	0.498	0.0845	0.0845
Gx59802	-0.021	0.867	0.867
Gx46809	-0.258	0.0417	0.0417
Gx58337	-0.13	0.591	0.591
Gx76961	0.026	0.719	0.719
Gx52469	0.241	0.148	0.148
Gx12753	-0.067	0.521	0.521
Gx79574	-0.363	0.214	0.214
Gx10333	-0.051	0.567	0.567
Gx34282	0.06	0.615	0.615
Gx87937	0.006	0.904	0.904
Gx62011	0.138	0.0519	0.0519
Gx54844	0.079	0.461	0.461
Gx95894	-0.025	0.609	0.609
Gx55931	0.301	0.317	0.317
Gx49094	0.083	0.273	0.273
Gx25490	-0.066	0.466	0.466
Gx16166	-0.009	0.904	0.904
Gx97110	0.1	0.315	0.315
Gx99921	0.025	0.666	0.666
Gx76771	-1.006	0.00124	0.00124
Gx65614	0.15	0.0923	0.0923
Gx38731	-0.108	0.103	0.103
Gx29201	-0.151	0.147	0.147
Gx74202	0.128	0.132	0.132
Gx43434	-0.144	0.567	0.567
Gx52183	0.016	0.968	0.968
Gx28444	0.001	0.992	0.992
Gx55959	-0.132	0.165	0.165
Gx81039	0.073	0.829	0.829
Gx81824	0.196	0.0217	0.0217
Gx35563	0.155	0.211	0.211
Gx77909	-0.209	0.00691	0.00691
Gx33704	0.036	0.724	0.724
Gx29106	-0.184	0.493	0.493
Gx79414	0.041	0.698	0.698
Gx75834	0.488	0.0663	0.0663
Gx31057	-0.052	0.417	0.417
Gx50199	0.037	0.595	0.595
Gx96241	0.006	0.926	0.926
Gx88308	-0.082	0.22	0.22
Gx61610	-0.04	0.536	0.536
Gx94713	-0.001	0.985	0.985
Gx83715	-0.217	0.0748	0.0748
Gx32130	-0.065	0.484	0.484
Gx24421	0.028	0.791	0.791
Gx72521	0.124	0.0604	0.0604
Gx70472	0.015	0.767	0.767
Gx82047	0.023	0.833	0.833
Gx95362	0.124	0.333	0.333
Gx61468	-0.019	0.789	0.789
Gx40877	-0.012	0.842	0.842
Gx54105	0.516	0.0499	0.0499
Gx75416	0.076	0.138	0.138
Gx73065	0.037	0.515	0.515
Gx68169	0.159	0.415	0.415
Gx28837	-0.094	0.13	0.13
Gx50370	0.193	0.123	0.123
Gx61867	0.104	0.747	0.747
Gx22028	-0.086	0.866	0.866
Gx90913	-0.072	0.186	0.186
Gx99741	0.016	0.727	0.727
Gx15626	0.128	0.0689	0.0689
Gx64028	0.11	0.71	0.71
Gx93661	0.02	0.911	0.911
Gx71166	-0.043	0.629	0.629
Gx55300	-0.072	0.458	0.458
Gx29104	-0.522	0.0889	0.0889
Gx52119	0.075	0.171	0.171
Gx70316	0.207	0.0363	0.0363
Gx94354	0.154	0.207	0.207
Gx65370	-0.567	0.000965	0.000965
Gx25309	-0.091	0.457	0.457
Gx20985	-0.085	0.155	0.155
Gx24711	0.345	0.405	0.405
Gx68118	0.128	0.0742	0.0742
Gx44886	0.01	0.85	0.85
Gx93658	-0.049	0.626	0.626
Gx35845	-0.137	0.134	0.134
Gx99080	0.127	0.61	0.61
Gx63993	-0.044	0.467	0.467
Gx14103	-0.095	0.835	0.835
Gx88528	0.034	0.897	0.897
Gx46336	-0.092	0.577	0.577
Gx55491	0.15	0.515	0.515
Gx30556	0.259	0.0575	0.0575
Gx35150	-0.067	0.455	0.455
Gx63253	0.784	0.113	0.113
Gx52554	-0.088	0.714	0.714
Gx93614	-0.154	0.136	0.136
Gx87419	0.777	0.0752	0.0752
Gx28439	0.062	0.411	0.411
Gx87487	-0.315	0.306	0.306
Gx66204	-0.038	0.475	0.475
Gx93215	0.037	0.728	0.728
Gx96320	0.144	0.673	0.673
Gx90944	-0.053	0.524	0.524
Gx46854	-0.056	0.489	0.489
Gx63449	-0.207	0.408	0.408
Gx64812	-0.176	0.527	0.527
Gx90629	0.226	0.0584	0.0584
Gx87328	-0.525	0.0434	0.0434
Gx48764	0.021	0.803	0.803
Gx62190	0.251	0.111	0.111
Gx51346	0.023	0.655	0.655
Gx43340	-0.136	0.101	0.101
Gx20198	0.116	0.0575	0.0575
Gx46006	0.007	0.9	0.9
Gx27413	0.008	0.896	0.896
Gx83459	0.097	0.361	0.361
Gx17391	0.147	0.383	0.383
Gx60909	0.106	0.448	0.448
Gx58572	-0.209	0.116	0.116
Gx96096	0.107	0.309	0.309
Gx58604	-0.013	0.827	0.827
Gx46973	-0.193	0.215	0.215
Gx33110	-0.024	0.708	0.708
Gx38534	0.054	0.812	0.812
Gx39605	-0.061	0.414	0.414
Gx27157	0.838	0.0202	0.0202
Gx18180	0.183	0.552	0.552
Gx27369	-0.286	0.445	0.445
Gx21645	-0.683	0.0117	0.0117
Gx70188	0.085	0.603	0.603
Gx57566	-0.05	0.408	0.408
Gx17333	0.276	0.337	0.337
Gx85594	0.053	0.736	0.736
Gx35141	-0.004	0.967	0.967
Gx62581	-0.073	0.588	0.588
Gx83277	-0.011	0.864	0.864
Gx40571	0.083	0.151	0.151
Gx16218	-0.073	0.497	0.497
Gx92438	-0.276	0.391	0.391
Gx61327	-0.071	0.336	0.336
Gx89825	0.058	0.284	0.284
Gx67933	0.096	0.127	0.127
Gx80354	0.13	0.0767	0.0767
Gx85814	-0.111	0.488	0.488
Gx16284	-0.287	0.279	0.279
Gx67051	-0.046	0.766	0.766
Gx68692	0.096	0.137	0.137
Gx44692	-0.158	0.0245	0.0245
Gx64280	-0.192	0.058	0.058
Gx64012	0.072	0.601	0.601
Gx95680	0.062	0.405	0.405
Gx15355	0.035	0.587	0.587
Gx62910	-0.082	0.229	0.229
Gx11064	0.009	0.854	0.854
Gx26874	0.094	0.38	0.38
Gx18367	-0.195	0.434	0.434
Gx49380	0.389	0.151	0.151
Gx95464	-0.009	0.879	0.879
Gx82540	-0.183	0.0339	0.0339
Gx74661	-0.103	0.246	0.246
Gx89345	0.017	0.857	0.857
Gx97625	0	0.994	0.994
Gx50857	0.035	0.494	0.494
Gx48946	-0.001	0.991	0.991
Gx15315	0.003	0.955	0.955
Gx74657	0.056	0.797	0.797
Gx28368	-0.022	0.743	0.743
Gx62493	0.012	0.82	0.82
Gx42048	0.046	0.454	0.454
Gx67004	-0.025	0.94	0.94
Gx73624	0.026	0.772	0.772
Gx47457	-0.017	0.785	0.785
Gx69748	0.064	0.487	0.487
Gx54792	0.36	0.41	0.41
Gx83139	-0.042	0.546	0.546
Gx80582	-0.76	0.112	0.112
Gx56945	-0.334	0.32	0.32
Gx70381	0.125	0.395	0.395
Gx62848	0.028	0.643	0.643
Gx46731	-0.015	0.796	0.796
Gx87897	-0.22	0.402	0.402
Gx62713	0.007	0.945	0.945
Gx27416	-0.421	0.336	0.336
Gx10499	0.031	0.641	0.641
Gx49529	0	0.995	0.995
Gx43601	-0.047	0.49	0.49
Gx52281	0.029	0.858	0.858
Gx74204	-0.051	0.318	0.318
Gx92494	0.001	0.988	0.988
Gx62597	0.01	0.906	0.906
Gx71391	-0.889	0.221	0.221
Gx16756	0.023	0.766	0.766
Gx60973	-0.044	0.413	0.413
Gx88443	0.032	0.815	0.815
Gx21035	-0.051	0.607	0.607
Gx31700	0.082	0.593	0.593
Gx78397	0.074	0.192	0.192
Gx45871	-0.007	0.946	0.946
Gx98790	0.14	0.0446	0.0446
Gx16864	-0.937	0.0292	0.0292
Gx75990	0.122	0.0692	0.0692
Gx26704	-0.746	0.13	0.13
Gx25952	-0.123	0.395	0.395
Gx87025	-0.046	0.539	0.539
Gx64620	0.172	0.045	0.045
Gx90653	0.182	0.0427	0.0427
Gx42878	-0.087	0.461	0.461
Gx91142	-0.529	0.00527	0.00527
Gx24942	0.066	0.176	0.176
Gx21652	0.082	0.496	0.496
Gx77805	0.088	0.703	0.703
Gx12228	0.044	0.533	0.533
Gx15455	-0.669	0.139	0.139
Gx97633	-0.134	0.391	0.391
Gx68019	0.163	0.556	0.556
Gx64426	-0.008	0.983	0.983
Gx43853	-0.122	0.193	0.193
Gx91422	-0.044	0.826	0.826
Gx62504	-0.056	0.337	0.337
Gx44808	-0.137	0.131	0.131
Gx94850	-0.242	0.113	0.113
Gx29931	1.856	0.0559	0.0559
Gx33819	-0.366	0.298	0.298
Gx58428	0.563	0.0398	0.0398
Gx53948	-0.024	0.795	0.795
Gx69093	0.063	0.314	0.314
Gx30720	-0.028	0.686	0.686
Gx78710	0.04	0.567	0.567
Gx98678	0.002	0.972	0.972
Gx99762	-0.259	0.497	0.497
Gx98549	0.549	0.222	0.222
Gx84441	-0.138	0.189	0.189
Gx21477	0.039	0.462	0.462
Gx40263	-0.065	0.421	0.421
Gx39230	0.735	0.028	0.028
Gx92770	-0.103	0.193	0.193
Gx76237	-0.003	0.989	0.989
Gx38909	0.335	0.154	0.154
Gx11044	-0.014	0.834	0.834
Gx68366	-0.516	0.0383	0.0383
Gx77884	-0.033	0.488	0.488
Gx14423	0.013	0.906	0.906
Gx69578	-0.218	0.521	0.521
Gx24820	-0.512	0.0181	0.0181
Gx98040	0.011	0.847	0.847
Gx69024	0.604	0.0123	0.0123
Gx50722	0.465	0.268	0.268
Gx66617	-0.112	0.0641	0.0641
Gx36249	0.063	0.221	0.221
Gx54560	-0.042	0.417	0.417
Gx22325	-0.004	0.939	0.939
Gx10521	-0.331	0.621	0.621
Gx69495	0.024	0.896	0.896
Gx89295	0.064	0.426	0.426
Gx51221	-0.053	0.774	0.774
Gx86663	-0.088	0.424	0.424
Gx74122	-0.045	0.484	0.484
Gx19714	-0.05	0.884	0.884
Gx64578	-0.266	0.188	0.188
Gx13580	0.099	0.372	0.372
Gx34236	-0.027	0.766	0.766
Gx29200	-0.16	0.649	0.649
Gx49914	-0.471	0.00233	0.00233
Gx97796	0.096	0.279	0.279
Gx25246	-0.017	0.844	0.844
Gx26059	0.335	0.295	0.295
Gx61589	-0.132	0.589	0.589
Gx74934	0.03	0.655	0.655
Gx31904	-0.284	0.00629	0.00629
Gx35617	-0.155	0.072	0.072
Gx57259	-0.027	0.638	0.638
Gx92112	-0.218	0.191	0.191
Gx23752	0.018	0.736	0.736
Gx47449	0.569	0.0092	0.0092
Gx11014	0.439	0.169	0.169
Gx76264	-0.084	0.517	0.517
Gx36218	0.255	0.0461	0.0461
Gx92796	0.066	0.645	0.645
Gx63471	-0.025	0.879	0.879
Gx90517	-0.017	0.729	0.729
Gx31591	0.136	0.108	0.108
Gx76342	-0.186	0.347	0.347
Gx37869	-0.073	0.528	0.528
Gx60818	-0.025	0.635	0.635
Gx53282	-0.008	0.903	0.903
Gx29116	-0.061	0.755	0.755
Gx68432	0.031	0.57	0.57
Gx86935	-0.332	0.0421	0.0421
Gx87843	-0.079	0.679	0.679
Gx99137	-0.3	0.0549	0.0549
Gx24025	-0.444	0.0818	0.0818
Gx91801	0.018	0.753	0.753
Gx65119	-0.125	0.536	0.536
Gx35716	-0.03	0.758	0.758
Gx72928	0.041	0.54	0.54
Gx39721	0.351	0.00541	0.00541
Gx56401	0.168	0.245	0.245
Gx77584	-0.079	0.444	0.444
Gx28105	-0.184	0.192	0.192
Gx55471	0.02	0.955	0.955
Gx74782	0.055	0.83	0.83
Gx71312	-0.176	0.0776	0.0776
Gx63906	-0.103	0.533	0.533
Gx27271	-0.159	0.396	0.396
Gx60072	0.027	0.829	0.829
Gx27008	-0.246	0.428	0.428
Gx17496	-0.068	0.443	0.443
Gx98452	0.134	0.0707	0.0707
Gx76711	0.171	0.425	0.425
Gx30180	0.136	0.711	0.711
Gx25949	0.006	0.963	0.963
Gx48293	-0.018	0.717	0.717
Gx80335	0.001	0.996	0.996
Gx92424	0.021	0.771	0.771
Gx43511	-0.02	0.689	0.689
Gx73721	0.147	0.29	0.29
Gx53712	0.091	0.562	0.562
Gx24854	0.002	0.989	0.989
Gx39844	-0.16	0.372	0.372
Gx73742	0.166	0.125	0.125
Gx44008	-0.11	0.261	0.261
Gx96021	0.278	0.287	0.287
Gx43263	-0.046	0.343	0.343
Gx89763	0.021	0.788	0.788
Gx73613	0.072	0.36	0.36
Gx53339	-0.066	0.446	0.446
Gx17382	0.118	0.556	0.556
Gx38083	0.141	0.568	0.568
Gx63242	-0.02	0.868	0.868
Gx11999	0.108	0.245	0.245
Gx92691	-0.424	0.0557	0.0557
Gx13144	-0.084	0.757	0.757
Gx87614	-0.011	0.93	0.93
Gx72650	0.009	0.857	0.857
Gx80767	0.036	0.789	0.789
Gx34522	0.104	0.443	0.443
Gx81760	0.223	0.127	0.127
Gx52682	-0.01	0.882	0.882
Gx36814	0.002	0.973	0.973
Gx90638	0.026	0.805	0.805
Gx77987	0.049	0.316	0.316
Gx50712	0.081	0.5	0.5
Gx65042	-0.132	0.0674	0.0674
Gx18683	0.195	0.12	0.12
Gx14631	0	1	1
Gx81497	-0.102	0.339	0.339
Gx34178	0.017	0.834	0.834
Gx26559	-0.097	0.151	0.151
Gx54872	-0.056	0.673	0.673
Gx99204	-0.438	0.39	0.39
Gx92581	0	0.998	0.998
Gx33923	0.082	0.152	0.152
Gx89867	0.196	0.22	0.22
Gx75698	-0.027	0.71	0.71
Gx49556	0.025	0.906	0.906
Gx97907	-0.571	0.116	0.116
Gx80245	-0.065	0.672	0.672
Gx69342	0.676	0.318	0.318
Gx96800	-0.139	0.692	0.692
Gx15132	-0.003	0.952	0.952
Gx17150	-0.312	0.0502	0.0502
Gx96528	-0.09	0.408	0.408
Gx33966	-0.125	0.386	0.386
Gx60942	-0.102	0.0812	0.0812
Gx62509	-0.481	0.0233	0.0233
Gx45907	-0.025	0.867	0.867
Gx13878	0.157	0.11	0.11
Gx87071	-0.569	0.0661	0.0661
Gx49419	-0.099	0.366	0.366
Gx86182	0.088	0.263	0.263
Gx57674	-0.006	0.943	0.943
Gx76429	0.489	0.0709	0.0709
Gx74866	0.303	0.205	0.205
Gx44992	-0.014	0.948	0.948
Gx39144	0.104	0.7	0.7
Gx27472	0.006	0.959	0.959
Gx45797	0.079	0.334	0.334
Gx67208	-0.806	0.033	0.033
Gx70369	0.346	0.0905	0.0905
Gx22181	0.109	0.508	0.508
Gx73397	-0.472	0.0025	0.0025
Gx16971	-0.004	0.982	0.982
Gx35583	-0.526	0.0018	0.0018
Gx45378	0.41	0.00105	0.00105
Gx28150	0.111	0.682	0.682
Gx88188	0.254	0.0463	0.0463
Gx70255	-0.049	0.629	0.629
Gx49792	-0.053	0.605	0.605
Gx55862	-0.046	0.848	0.848
Gx16994	-0.011	0.87	0.87
Gx77293	0.062	0.653	0.653
Gx62497	0.056	0.37	0.37
Gx60461	-0.298	0.159	0.159
Gx60053	-0.866	0.0157	0.0157
Gx66200	0.11	0.198	0.198
Gx82364	0.028	0.636	0.636
Gx87987	0.124	0.0654	0.0654
Gx53914	-0.297	0.633	0.633
Gx44097	-0.015	0.834	0.834
Gx94170	-0.329	0.168	0.168
Gx60511	0.086	0.493	0.493
Gx82026	-0.254	0.0623	0.0623
Gx28060	0.079	0.587	0.587
Gx45694	0.343	0.55	0.55
Gx50588	0.219	0.0168	0.0168
Gx35233	-0.279	0.0667	0.0667
Gx30707	-0.024	0.755	0.755
Gx88478	0.889	0.259	0.259
Gx21956	0.108	0.565	0.565
Gx66599	-0.075	0.547	0.547
Gx90195	-0.514	0.0385	0.0385
Gx94267	-0.146	0.547	0.547
Gx16265	0.062	0.384	0.384
Gx43268	-0.269	0.253	0.253
Gx67486	0.052	0.427	0.427
Gx27798	0.014	0.922	0.922
Gx87795	-0.148	0.0812	0.0812
Gx64071	-0.058	0.638	0.638
Gx57523	0.09	0.262	0.262
Gx60984	-0.032	0.94	0.94
Gx79207	-0.243	0.098	0.098
Gx30449	-0.105	0.268	0.268
Gx37054	-0.02	0.676	0.676
Gx73283	0.037	0.497	0.497
Gx97472	-0.231	0.16	0.16
Gx29845	-0.06	0.522	0.522
Gx26264	0.619	0.0507	0.0507
Gx22335	-0.066	0.3	0.3
Gx32904	-0.019	0.765	0.765
Gx41060	-0.111	0.781	0.781
Gx69157	0.028	0.647	0.647
Gx96363	-0.254	0.172	0.172
Gx92291	0.225	0.0889	0.0889
Gx78054	-0.034	0.625	0.625
Gx82130	-0.051	0.516	0.516
Gx53873	-0.023	0.697	0.697
Gx71184	0.05	0.87	0.87
Gx26914	0.044	0.55	0.55
Gx74904	-0.003	0.953	0.953
Gx80264	0.175	0.509	0.509
Gx51015	0.113	0.102	0.102
Gx58406	-0.017	0.878	0.878
Gx43422	-0.149	0.254	0.254
Gx16802	-0.033	0.541	0.541
Gx42046	-0.053	0.604	0.604
Gx35122	-0.066	0.551	0.551
Gx84156	0.09	0.432	0.432
Gx54900	0.01	0.86	0.86
Gx81209	0.254	0.618	0.618
Gx67016	0.156	0.17	0.17
Gx39326	0.089	0.163	0.163
Gx43927	-0.051	0.431	0.431
Gx51001	-0.355	0.00561	0.00561
Gx58595	-0.096	0.581	0.581
Gx59483	0.004	0.947	0.947
Gx64457	-0.839	0.292	0.292
Gx74145	0.017	0.758	0.758
Gx74695	0.257	0.42	0.42
Gx94175	-0.007	0.981	0.981
Gx41139	-0.057	0.493	0.493
Gx42516	-0.226	0.213	0.213
Gx69244	0.094	0.141	0.141
Gx70684	-0.028	0.771	0.771
Gx59958	-0.015	0.797	0.797
Gx49839	0.02	0.934	0.934
Gx18776	-0.102	0.409	0.409
Gx15987	0.042	0.552	0.552
Gx79139	-0.146	0.0309	0.0309
Gx37030	0.052	0.403	0.403
Gx88502	-0.038	0.487	0.487
Gx84248	-0.034	0.703	0.703
Gx48273	-0.196	0.0647	0.0647
Gx23779	0.094	0.179	0.179
Gx30479	-0.084	0.504	0.504
Gx53494	-0.112	0.476	0.476
Gx49513	-0.023	0.703	0.703
Gx20625	-0.368	0.216	0.216
Gx32424	-0.333	0.235	0.235
Gx20364	-0.109	0.0511	0.0511
Gx20200	-0.066	0.261	0.261
Gx22528	0.022	0.844	0.844
Gx53160	0.602	0.0361	0.0361
Gx21482	0.064	0.206	0.206
Gx43154	0.088	0.363	0.363
Gx96646	-0.414	0.369	0.369
Gx54161	0.178	0.119	0.119
Gx11160	-0.029	0.897	0.897
Gx61736	-0.168	0.132	0.132
Gx83834	0.008	0.961	0.961
Gx58551	-0.281	0.00217	0.00217
Gx52002	0.037	0.573	0.573
Gx85385	0.018	0.728	0.728
Gx41632	-0.104	0.638	0.638
Gx30532	0.075	0.185	0.185
Gx41924	0.012	0.838	0.838
Gx36629	-0.031	0.915	0.915
Gx34230	0.037	0.564	0.564
Gx26062	0.057	0.331	0.331
Gx24426	-0.272	0.373	0.373
Gx19147	0.152	0.0439	0.0439
Gx91052	0.044	0.352	0.352
Gx20890	0.278	0.564	0.564
Gx66666	0.246	0.0546	0.0546
Gx87709	-0.035	0.623	0.623
Gx18275	0.168	0.025	0.025
Gx43733	-0.032	0.584	0.584
Gx47009	-0.038	0.462	0.462
Gx65085	-0.099	0.201	0.201
Gx97957	-0.002	0.976	0.976
Gx22473	0.042	0.378	0.378
Gx42414	-0.073	0.618	0.618
Gx77197	0.031	0.626	0.626
Gx89220	-0.073	0.183	0.183
Gx43398	-0.08	0.504	0.504
Gx48106	0.151	0.0918	0.0918
Gx80967	0.036	0.47	0.47
Gx25120	0.226	0.436	0.436
Gx28386	-0.154	0.577	0.577
Gx65278	0.028	0.587	0.587
Gx63837	-0.044	0.459	0.459
Gx62010	0.249	0.208	0.208
Gx32363	-0.087	0.377	0.377
Gx99669	-0.157	0.15	0.15
Gx47022	-0.152	0.0255	0.0255
Gx83679	0.065	0.45	0.45
Gx56114	-0.154	0.689	0.689
Gx48827	-0.074	0.421	0.421
Gx47642	-0.141	0.112	0.112
Gx48627	-0.013	0.952	0.952
Gx92743	-0.046	0.679	0.679
Gx74837	0.03	0.546	0.546
Gx77364	0.113	0.525	0.525
Gx69772	-0.037	0.709	0.709
Gx91465	-0.629	0.0499	0.0499
Gx10587	0.02	0.662	0.662
Gx83413	0.107	0.0726	0.0726
Gx81215	-0.016	0.797	0.797
Gx39934	-0.014	0.77	0.77
Gx45951	0.027	0.844	0.844
Gx93493	0.255	0.0324	0.0324
Gx79038	0.195	0.192	0.192
Gx66893	-0.261	0.221	0.221
Gx46192	-0.126	0.122	0.122
Gx17704	0.115	0.062	0.062
Gx23410	-0.025	0.827	0.827
Gx17443	-0.016	0.721	0.721
Gx58453	0.028	0.879	0.879
Gx47511	0.397	0.523	0.523
Gx95461	-0.057	0.3	0.3
Gx21614	0.098	0.283	0.283
Gx88000	-0.715	0.00114	0.00114
Gx96668	0.082	0.311	0.311
Gx23838	0	1	1
Gx67300	0.121	0.136	0.136
Gx99670	0.109	0.628	0.628
Gx57592	0.069	0.263	0.263
Gx49439	-0.162	0.142	0.142
Gx26418	-0.052	0.322	0.322
Gx49801	0.031	0.555	0.555
Gx21666	0.881	0.151	0.151
Gx10600	0.068	0.187	0.187
Gx79786	0.135	0.435	0.435
Gx89547	-0.155	0.296	0.296
Gx86996	-0.264	0.0937	0.0937
Gx25483	-0.277	0.00562	0.00562
Gx58743	0.06	0.26	0.26
Gx25111	0.068	0.319	0.319
Gx34828	0.017	0.86	0.86
Gx36946	-0.019	0.734	0.734
Gx18809	-0.005	0.97	0.97
Gx40195	-0.009	0.865	0.865
Gx14312	-0.128	0.136	0.136
Gx52922	-0.04	0.494	0.494
Gx69820	0.071	0.298	0.298
Gx11232	-0.285	0.00577	0.00577
Gx59697	0.264	0.25	0.25
Gx61853	-0.013	0.907	0.907
Gx11628	-0.299	0.188	0.188
Gx36013	-0.015	0.782	0.782
Gx87297	0.12	0.615	0.615
Gx40102	0.032	0.614	0.614
Gx73464	0.242	0.219	0.219
Gx97235	-0.113	0.199	0.199
Gx82790	0.01	0.818	0.818
Gx77587	-0.07	0.623	0.623
Gx24551	0.036	0.593	0.593
Gx57409	0.014	0.768	0.768
Gx62629	-0.062	0.577	0.577
Gx52448	-0.075	0.314	0.314
Gx38128	0.159	0.0834	0.0834
Gx49595	0.191	0.0234	0.0234
Gx34974	-0.371	0.161	0.161
Gx58451	-0.076	0.675	0.675
Gx14594	-0.071	0.554	0.554
Gx72328	0.041	0.681	0.681
Gx41257	-0.036	0.624	0.624
Gx31301	0.041	0.72	0.72
Gx30899	-0.186	0.201	0.201
Gx38501	0.001	0.996	0.996
Gx41387	-0.051	0.509	0.509
Gx35993	0.035	0.639	0.639
Gx85524	0.179	0.0141	0.0141
Gx99463	-0.207	0.0314	0.0314
Gx55977	-1.001	0.0126	0.0126
Gx49775	-0.031	0.549	0.549
Gx59823	0.121	0.439	0.439
Gx22875	0.089	0.383	0.383
Gx82795	-0.047	0.549	0.549
Gx75558	0.398	0.173	0.173
Gx53166	0.024	0.651	0.651
Gx41849	-0.026	0.861	0.861
Gx33247	-0.032	0.789	0.789
Gx75328	0.017	0.774	0.774
Gx97077	0.093	0.191	0.191
Gx86400	-0.028	0.653	0.653
Gx89984	-0.091	0.209	0.209
Gx81678	-0.38	0.00689	0.00689
Gx38013	-0.418	0.0345	0.0345
Gx36537	0.105	0.537	0.537
Gx94234	-0.017	0.812	0.812
Gx70613	-0.007	0.957	0.957
Gx41774	0.19	0.514	0.514
Gx80168	0.101	0.123	0.123
Gx20265	-0.219	0.0203	0.0203
Gx54329	0.146	0.558	0.558
Gx77464	-0.23	0.499	0.499
Gx28278	-0.109	0.262	0.262
Gx32236	0.289	0.0226	0.0226
Gx38104	0.012	0.966	0.966
Gx39802	-0.046	0.804	0.804
Gx59596	0.141	0.109	0.109
Gx25279	0.013	0.851	0.851
Gx32581	-0.306	0.0292	0.0292
Gx12699	-0.015	0.919	0.919
Gx96940	0.196	0.0564	0.0564
Gx36390	0.046	0.656	0.656
Gx15756	-0.282	0.189	0.189
Gx66339	0.074	0.374	0.374
Gx29709	0.285	0.385	0.385
Gx60133	0.011	0.913	0.913
Gx54093	0.286	0.0699	0.0699
Gx78704	0.228	0.0152	0.0152
Gx65904	0.532	0.0304	0.0304
Gx38393	-0.168	0.0247	0.0247
Gx36453	-0.003	0.96	0.96
Gx81263	-0.382	0.0131	0.0131
Gx45372	0.168	0.349	0.349
Gx12569	0.2	0.344	0.344
Gx50093	0.073	0.378	0.378
Gx41829	0.121	0.0564	0.0564
Gx86907	-1.16	0.025	0.025
Gx94546	0.095	0.322	0.322
Gx67492	-0.486	0.169	0.169
Gx92218	0.035	0.623	0.623
Gx93001	-0.045	0.43	0.43
Gx21794	0.071	0.434	0.434
Gx85328	0.112	0.224	0.224
Gx65045	0.018	0.687	0.687
Gx23919	0.157	0.629	0.629
Gx51159	-0.077	0.291	0.291
Gx73644	-0.021	0.833	0.833
Gx47589	0.265	0.00377	0.00377
Gx49493	-0.274	0.00372	0.00372
Gx53033	-0.029	0.629	0.629
Gx19586	0.094	0.273	0.273
Gx96340	0.026	0.627	0.627
Gx65491	-0.063	0.257	0.257
Gx92373	0.152	0.395	0.395
Gx43585	0.164	0.284	0.284
Gx83667	0.1	0.228	0.228
Gx58041	0.054	0.718	0.718
Gx85263	0.089	0.0946	0.0946
Gx74300	0.273	0.095	0.095
Gx62604	-0.01	0.873	0.873
Gx81688	0.05	0.405	0.405
Gx68074	0.035	0.618	0.618
Gx46815	0.456	0.188	0.188
Gx96310	0.13	0.288	0.288
Gx64498	0.078	0.35	0.35
Gx39772	-0.031	0.562	0.562
Gx59059	-0.25	0.238	0.238
Gx69206	-0.03	0.731	0.731
Gx84340	0.33	0.0403	0.0403
Gx11055	0.049	0.733	0.733
Gx91321	0.008	0.898	0.898
Gx33470	0.058	0.563	0.563
Gx36067	-0.111	0.0855	0.0855
Gx67900	-0.045	0.465	0.465
Gx78260	-0.272	0.00293	0.00293
Gx25621	0	1	1
Gx42942	0.447	0.0917	0.0917
Gx44026	0.022	0.657	0.657
Gx62954	0.204	0.0713	0.0713
Gx32601	0.036	0.475	0.475
Gx33850	0.014	0.825	0.825
Gx81038	-0.05	0.418	0.418
Gx97831	0.033	0.901	0.901
Gx32929	0.065	0.237	0.237
Gx56583	0.044	0.507	0.507
Gx60840	-0.151	0.0569	0.0569
Gx47600	-0.045	0.51	0.51
Gx18619	-0.021	0.75	0.75
Gx56667	-0.098	0.24	0.24
Gx44579	0.073	0.488	0.488
Gx35004	-0.023	0.926	0.926
Gx12617	0.027	0.71	0.71
Gx51514	-0.845	0.0468	0.0468
Gx35536	0.108	0.322	0.322
Gx86040	-0.015	0.848	0.848
Gx90929	-0.189	0.0428	0.0428
Gx86312	-0.067	0.622	0.622
Gx49765	-0.196	0.0198	0.0198
Gx44533	0.205	0.446	0.446
Gx98174	0.222	0.0334	0.0334
Gx71888	-0.09	0.208	0.208
Gx84848	0.024	0.761	0.761
Gx15648	-0.532	0.134	0.134
Gx34257	0.105	0.0995	0.0995
Gx47758	0.157	0.0242	0.0242
Gx70566	0.107	0.162	0.162
Gx42114	-0.084	0.68	0.68
Gx49307	-0.089	0.201	0.201
Gx66388	0.033	0.749	0.749
Gx83339	0.008	0.963	0.963
Gx79920	-0.625	0.484	0.484
Gx10153	-0.062	0.822	0.822
Gx24560	-0.104	0.257	0.257
Gx86279	-0.177	0.034	0.034
Gx28346	0.051	0.314	0.314
Gx85143	-0.15	0.119	0.119
Gx22630	-0.017	0.856	0.856
Gx71837	-0.096	0.197	0.197
Gx43998	0.055	0.401	0.401
Gx98718	0.069	0.276	0.276
